YEAR,MONTH,CATEGORY,ITEM CODE,WINE NAME,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES,QUANTITY,IMAGE,PRICE PER UNIT,CUSTOMER ID,DATE,SPENDING LEVEL,DESCRIPTION
2015,1,white wine,12384,Pinot Grigio,4.0,8.0,1.0,1.0,img64,15.88,C48156,2015-01-11,medium,
2015,1,white wine,12480,Gewurztraminer,4.0,8.0,2.0,2.0,img69,18.98,C88042,2015-01-19,medium,
2015,1,white wine,12523,Riesling,4.0,8.0,11.0,11.0,img60,17.73,C04149,2015-01-04,medium,
2015,1,white wine,12533,Chenin Blanc,4.0,8.0,10.0,10.0,img229,8.78,C83661,2015-01-26,low,
2015,1,white wine,12611,Pinot Grigio,4.0,8.0,3.0,3.0,img198,10.16,C02322,2015-01-09,medium,
2015,1,white wine,12709,Moscato,4.0,8.0,3.0,3.0,img59,12.71,C71157,2015-01-17,medium,
2015,1,white wine,12724,Moscato,4.0,8.0,5.0,5.0,img209,17.26,C96354,2015-01-02,medium,
2015,1,white wine,12742,Riesling,4.0,8.0,9.0,9.0,img215,17.37,C36091,2015-01-18,medium,
2015,1,white wine,12801,Chenin Blanc,4.0,8.0,1.0,1.0,img230,10.77,C01400,2015-01-03,medium,
2015,1,white wine,12874,Gewurztraminer,0.25,8.0,12.0,13.0,img89,16.82,C12044,2015-01-11,medium,
2015,1,white wine,12885,Chardonnay,0.5,2.0,6.0,8.0,img207,8.56,C50503,2015-01-21,low,
2015,1,white wine,12894,Sauvignon Blanc,4.0,8.0,2.0,2.0,img225,18.86,C06148,2015-01-15,medium,
2015,1,white wine,12944,Pinot Grigio,109.83,131.0,217.0,348.0,img254,8.89,C21884,2015-01-24,low,
2015,1,white wine,12949,Semillon,4.0,8.0,4.0,4.0,img212,13.77,C53517,2015-01-25,medium,
2015,1,white wine,13002,Sauvignon Blanc,4.0,8.0,2.0,2.0,img67,15.98,C30496,2015-01-04,medium,
2015,1,white wine,13020,Riesling,0.11,8.0,12.0,13.0,img249,10.52,C39388,2015-01-27,medium,
2015,1,white wine,1406,Semillon,6.59,7.0,21.0,28.0,img88,15.97,C72217,2015-01-19,medium,
2015,1,white wine,1562,Chenin Blanc,20.0,26.0,52.0,78.0,img86,15.11,C81164,2015-01-26,medium,
2015,1,white wine,1775,Chardonnay,4.0,8.0,4.0,4.0,img219,10.38,C81549,2015-01-27,medium,
2015,1,white wine,1880,Chenin Blanc,37.33,54.5,205.0,259.5,img242,15.05,C64830,2015-01-13,medium,
2015,1,white wine,1970,Riesling,5.5,7.0,92.0,99.0,img228,8.59,C95980,2015-01-05,low,
2015,1,white wine,21973,Moscato,4.0,8.0,3.0,3.0,img218,10.82,C20646,2015-01-09,medium,
2015,1,white wine,22103,Gewurztraminer,4.0,8.0,4.0,4.0,img63,14.41,C74103,2015-01-08,medium,
2015,1,white wine,22382,Semillon,8.29,3.0,3.0,6.0,img77,13.17,C45978,2015-01-11,medium,
2015,1,white wine,22422,Gewurztraminer,4.0,8.0,3.0,3.0,img196,11.98,C19084,2015-01-28,medium,
2015,1,white wine,22946,Gruner Veltliner,6.0,10.0,317.0,327.0,img93,8.43,C84379,2015-01-08,low,
2015,1,white wine,22981,Semillon,0.75,8.0,5.0,5.0,img71,17.77,C34444,2015-01-11,medium,
2015,1,white wine,23007,Semillon,3.29,1.0,26.0,27.0,img92,9.61,C57592,2015-01-04,low,
2015,1,white wine,233848,Moscato,14.0,15.0,58.0,73.0,img58,15.76,C58654,2015-01-28,medium,
2015,1,white wine,23475,Chenin Blanc,4.0,8.0,102.0,102.0,img204,12.54,C70114,2015-01-20,medium,
2015,1,white wine,23560,Gewurztraminer,0.5,1.0,3.0,4.0,img73,8.32,C29072,2015-01-21,low,
2015,1,white wine,23692,Gruner Veltliner,5.25,7.0,24.0,31.0,img65,19.09,C25957,2015-01-07,medium,
2015,1,white wine,23734,Moscato,4.0,8.0,614.0,614.0,img243,13.84,C28771,2015-01-11,medium,
2015,1,white wine,23768,Chardonnay,4.0,7.0,59.0,66.0,img223,19.12,C32243,2015-01-07,medium,
2015,1,white wine,23803,Viognier,0.08,8.0,12.0,13.0,img238,12.01,C21120,2015-01-15,medium,
2015,1,white wine,239630,Chenin Blanc,4.0,8.0,7.0,7.0,img222,16.05,C29844,2015-01-28,medium,
2015,1,white wine,24178,Chenin Blanc,4.0,8.0,12.0,12.0,img239,16.98,C17968,2015-01-27,medium,
2015,1,white wine,24500,Chardonnay,1.25,1.0,1.0,2.0,img224,14.73,C55270,2015-01-18,medium,
2015,1,white wine,24675,Chenin Blanc,4.0,8.0,8.0,8.0,img95,11.37,C98180,2015-01-04,medium,
2015,1,white wine,25944,Viognier,0.5,8.0,12.0,13.0,img252,19.76,C78682,2015-01-11,medium,
2015,1,white wine,26150,Riesling,4.0,8.0,298.0,298.0,img234,12.65,C22458,2015-01-19,medium,
2015,1,sparkling wine,10030,Schramsberg,0.08,6.0,2.0,6.0,img99,28.81,C91297,2015-01-03,high,
2015,1,sparkling wine,10103,Lambrusco,5.6,8.0,2.0,8.0,img264,17.22,C10983,2015-01-27,medium,
2015,1,sparkling wine,10120,Franciacorta,0.34,6.0,2.0,6.0,img277,17.21,C43412,2015-01-07,medium,
2015,1,sparkling wine,10123,Sekt,1.19,6.0,2.0,6.0,img128,24.7,C63515,2015-01-25,high,
2015,1,sparkling wine,10124,Franciacorta,1.53,1.0,2.0,1.0,img306,19.68,C61883,2015-01-08,medium,
2015,1,sparkling wine,10125,Cava,1.7,1.0,2.0,1.0,img295,30.53,C36283,2015-01-12,premium,
2015,1,sparkling wine,10197,Asti Spumante,12.07,12.0,2.0,12.0,img290,25.62,C22611,2015-01-11,high,
2015,1,sparkling wine,10243,Asti Spumante,1.12,2.0,2.0,2.0,img269,31.66,C36547,2015-01-20,premium,
2015,1,sparkling wine,10269,Prosecco,0.85,2.0,2.0,2.0,img280,15.57,C94938,2015-01-21,medium,
2015,1,sparkling wine,10270,Franciacorta,0.82,6.0,2.0,6.0,img103,37.46,C35605,2015-01-03,premium,
2015,1,sparkling wine,10272,Prosecco,0.08,1.0,2.0,1.0,img127,22.13,C84803,2015-01-24,high,
2015,1,sparkling wine,10275,Lambrusco,0.34,6.0,2.0,6.0,img133,29.31,C06762,2015-01-12,high,
2015,1,sparkling wine,10276,Sekt,0.34,6.0,2.0,6.0,img126,25.84,C57889,2015-01-01,high,
2015,1,sparkling wine,10278,Schramsberg,0.16,6.0,2.0,6.0,img112,23.16,C22988,2015-01-09,high,
2015,1,sparkling wine,10279,Schramsberg,1.52,6.0,2.0,6.0,img288,17.12,C75876,2015-01-16,medium,
2015,1,sparkling wine,10443,Sekt,13.31,15.0,3.0,18.0,img268,17.97,C80235,2015-01-24,medium,
2015,1,sparkling wine,10444,Sekt,21.86,19.75,1.0,20.75,img276,27.1,C83588,2015-01-05,high,
2015,1,sparkling wine,10445,Cava,10.2,5.0,2.0,7.0,img111,20.33,C98583,2015-01-10,high,
2015,1,sparkling wine,10472,Prosecco,3.07,5.0,2.0,5.0,img291,18.81,C48543,2015-01-26,medium,
2015,1,sparkling wine,10480,Sekt,1.53,3.0,2.0,3.0,img287,37.8,C75621,2015-01-19,premium,
2015,1,sparkling wine,10529,Champagne,37.4,38.67,2.0,38.67,img278,15.37,C57869,2015-01-04,medium,
2015,1,sparkling wine,10607,Lambrusco,0.17,6.0,2.0,6.0,img301,25.42,C25258,2015-01-03,high,
2015,1,sparkling wine,10608,Champagne,0.17,6.0,2.0,6.0,img104,16.14,C81274,2015-01-17,medium,
2015,1,sparkling wine,10634,Brut Rose,8.11,9.0,1.0,10.0,img130,21.76,C48490,2015-01-19,high,
2015,1,sparkling wine,10665,Lambrusco,2.78,1.0,2.0,1.0,img300,36.1,C87353,2015-01-27,premium,
2015,1,sparkling wine,10666,Sekt,0.28,6.0,2.0,6.0,img138,16.04,C98869,2015-01-18,medium,
2015,1,sparkling wine,10669,Schramsberg,0.85,6.0,2.0,6.0,img117,23.0,C71742,2015-01-15,high,
2015,1,sparkling wine,10674,Franciacorta,0.34,6.0,2.0,6.0,img271,20.29,C20364,2015-01-21,high,
2015,1,sparkling wine,10677,Franciacorta,0.17,6.0,2.0,6.0,img114,38.44,C30485,2015-01-23,premium,
2015,1,sparkling wine,10844,Cremant,0.51,6.0,2.0,6.0,img255,35.91,C39409,2015-01-06,premium,
2015,1,sparkling wine,10851,Cremant,0.68,1.0,2.0,1.0,img122,39.61,C58008,2015-01-24,premium,
2015,1,sparkling wine,10856,Asti Spumante,0.08,6.0,2.0,6.0,img309,16.28,C51600,2015-01-02,medium,
2015,1,sparkling wine,10862,Franciacorta,6.23,3.0,2.0,3.0,img101,20.0,C64065,2015-01-05,medium,
2015,1,sparkling wine,10866,Brut Rose,1.01,2.0,1.0,3.0,img270,25.76,C57903,2015-01-14,high,
2015,1,sparkling wine,10869,Cremant,0.64,1.0,2.0,1.0,img256,25.41,C00578,2015-01-03,high,
2015,1,sparkling wine,10870,Cremant,0.34,6.0,2.0,6.0,img305,20.86,C51596,2015-01-15,high,
2015,1,sparkling wine,10907,Prosecco,20.44,21.0,4.0,25.0,img263,15.95,C30505,2015-01-17,medium,
2015,1,sparkling wine,10930,Brut Rose,1.19,6.0,2.0,6.0,img257,38.87,C76128,2015-01-28,premium,
2015,1,sparkling wine,10959,Franciacorta,0.34,4.0,2.0,4.0,img296,20.64,C94522,2015-01-22,high,
2015,1,sparkling wine,10961,Schramsberg,0.51,6.0,2.0,6.0,img113,39.17,C95135,2015-01-02,premium,
2015,1,sparkling wine,11029,Cava,50.56,33.0,2.0,33.0,img310,22.3,C84975,2015-01-03,high,
2015,1,sparkling wine,11037,Prosecco,6.56,6.0,2.0,6.0,img123,33.09,C91021,2015-01-15,premium,
2015,1,sparkling wine,11077,Lambrusco,0.17,6.0,2.0,6.0,img311,36.84,C30199,2015-01-27,premium,
2015,1,sparkling wine,11088,Franciacorta,46.44,37.0,11.0,48.0,img141,33.4,C50719,2015-01-25,premium,
2015,1,sparkling wine,11118,Sekt,75.1,95.0,24.0,119.0,img106,30.02,C86354,2015-01-24,premium,
2015,1,sparkling wine,11169,Cava,2.48,2.0,2.0,2.0,img98,26.74,C30872,2015-01-21,high,
2015,1,sparkling wine,11266,Brut Rose,18.69,22.0,8.0,30.0,img308,22.1,C58277,2015-01-21,high,
2015,1,sparkling wine,11306,Cremant,0.17,6.0,2.0,6.0,img118,30.4,C03653,2015-01-02,premium,
2015,1,sparkling wine,11307,Schramsberg,1.02,1.0,2.0,1.0,img129,37.46,C84609,2015-01-28,premium,
2015,1,sparkling wine,11310,Lambrusco,1.68,6.0,2.0,6.0,img262,36.85,C05177,2015-01-04,premium,
2015,1,sparkling wine,11316,Champagne,0.51,2.0,2.0,2.0,img284,37.8,C09717,2015-01-21,premium,
2015,1,sparkling wine,11373,Lambrusco,1.53,3.0,2.0,3.0,img115,27.05,C48074,2015-01-09,high,
2015,1,sparkling wine,11374,Champagne,0.68,6.0,2.0,6.0,img136,16.04,C52005,2015-01-09,medium,
2015,1,sparkling wine,11375,Cremant,0.84,6.0,2.0,6.0,img285,21.9,C47366,2015-01-10,high,
2015,1,sparkling wine,11376,Schramsberg,1.86,2.0,2.0,2.0,img258,16.38,C40980,2015-01-22,medium,
2015,1,sparkling wine,11382,Cremant,0.08,6.0,2.0,6.0,img275,37.41,C01485,2015-01-10,premium,
2015,1,sparkling wine,11383,Sekt,0.9,6.0,2.0,6.0,img100,32.25,C82133,2015-01-14,premium,
2015,1,sparkling wine,11418,Champagne,1.52,1.0,2.0,1.0,img259,33.27,C63136,2015-01-25,premium,
2015,1,sparkling wine,11448,Franciacorta,0.8,6.0,2.0,6.0,img303,27.43,C15514,2015-01-20,high,
2015,1,sparkling wine,11451,Schramsberg,0.33,6.0,2.0,6.0,img261,30.64,C10883,2015-01-13,premium,
2015,1,sparkling wine,11452,Franciacorta,0.17,6.0,2.0,6.0,img272,22.14,C63600,2015-01-02,high,
2015,1,sparkling wine,11453,Cremant,2.04,1.0,2.0,1.0,img266,27.15,C17430,2015-01-11,high,
2015,1,sparkling wine,11454,Franciacorta,0.48,6.0,2.0,6.0,img281,25.58,C58276,2015-01-25,high,
2015,1,sparkling wine,11457,Cava,1.19,6.0,2.0,6.0,img282,23.99,C06968,2015-01-02,high,
2015,1,sparkling wine,11460,Brut Rose,0.08,6.0,2.0,6.0,img134,15.35,C16658,2015-01-28,medium,
2015,1,sparkling wine,11464,Franciacorta,3.06,6.0,2.0,6.0,img125,16.31,C49866,2015-01-28,medium,
2015,1,sparkling wine,11482,Brut Rose,1.86,4.0,2.0,4.0,img279,17.08,C16250,2015-01-23,medium,
2015,1,sparkling wine,11487,Cremant,1.3,6.0,2.0,6.0,img283,19.51,C44818,2015-01-07,medium,
2015,1,sparkling wine,11703,Asti Spumante,162.16,110.67,3.0,113.67,img273,16.92,C41506,2015-01-16,medium,
2015,1,sparkling wine,11720,Lambrusco,18.49,17.17,2.0,17.17,img105,26.43,C63026,2015-01-24,high,
2015,1,sparkling wine,11819,Prosecco,12.22,9.84,2.0,9.84,img107,26.13,C47927,2015-01-28,high,
2015,1,sparkling wine,11835,Asti Spumante,32.24,44.98,2.0,44.98,img121,29.05,C33142,2015-01-13,high,
2015,1,sparkling wine,11837,Sekt,4.35,7.0,2.0,7.0,img140,36.47,C65001,2015-01-08,premium,
2015,1,sparkling wine,11927,Lambrusco,0.17,6.0,2.0,6.0,img110,16.65,C12194,2015-01-24,medium,
2015,1,sparkling wine,12203,Asti Spumante,14.02,13.0,1.0,14.0,img294,15.53,C26516,2015-01-25,medium,
2015,1,sparkling wine,12204,Schramsberg,0.51,3.0,2.0,3.0,img139,17.26,C69443,2015-01-19,medium,
2015,1,sparkling wine,12220,Cava,4.45,3.0,5.0,8.0,img302,24.08,C38591,2015-01-03,high,
2015,1,sparkling wine,12412,Sekt,0.08,6.0,2.0,6.0,img102,32.37,C70570,2015-01-27,premium,
2015,1,sparkling wine,12419,Sekt,0.85,6.0,2.0,6.0,img289,23.32,C53828,2015-01-18,high,
2015,1,sparkling wine,12424,Schramsberg,16.62,17.0,3.0,20.0,img293,15.81,C49403,2015-01-01,medium,
2015,1,sparkling wine,125148,Schramsberg,2.05,6.0,2.0,2.0,img265,15.79,C99663,2015-01-22,medium,
2015,1,sparkling wine,12527,Prosecco,7.5,9.0,2.0,9.0,img286,27.07,C66355,2015-01-22,high,
2015,1,sparkling wine,12548,Champagne,28.33,24.92,2.0,24.92,img135,22.09,C59008,2015-01-10,high,
2015,1,sparkling wine,12572,Prosecco,2.16,5.0,2.0,5.0,img292,18.09,C70047,2015-01-06,medium,
2015,1,sparkling wine,12815,Franciacorta,29.7,30.0,2.0,30.0,img131,16.44,C36364,2015-01-09,medium,
2015,1,sparkling wine,12998,Schramsberg,38.38,27.0,29.0,56.0,img137,19.0,C45261,2015-01-05,medium,
2015,1,sparkling wine,14133,Prosecco,2.7,2.0,2.0,2.0,img260,27.96,C23539,2015-01-11,high,
2015,1,sparkling wine,14176,Prosecco,0.16,6.0,2.0,6.0,img299,17.26,C02873,2015-01-16,medium,
2015,1,sparkling wine,152315,Prosecco,3.14,1.96,2.0,1.96,img116,23.68,C83835,2015-01-26,high,
2015,1,sparkling wine,155837,Sekt,6.82,10.0,2.0,10.0,img109,37.12,C73064,2015-01-13,premium,
2015,1,sparkling wine,16519,Cava,8.29,10.0,1.0,11.0,img119,21.95,C08221,2015-01-24,high,
2015,1,sparkling wine,166266,Prosecco,0.17,6.0,2.0,6.0,img298,32.84,C67669,2015-01-10,premium,
2015,1,sparkling wine,17256,Champagne,1.69,5.0,2.0,5.0,img120,28.53,C91487,2015-01-19,high,
2015,1,sparkling wine,17353,Sekt,38.63,19.0,3.0,22.0,img124,23.01,C15188,2015-01-16,high,
2015,1,sparkling wine,17914,Cremant,6.71,7.0,2.0,7.0,img267,38.64,C73781,2015-01-09,premium,
2015,1,sparkling wine,17930,Cava,1.67,1.0,2.0,1.0,img108,24.57,C45911,2015-01-14,high,
2015,1,sparkling wine,19291,Franciacorta,61.35,57.92,2.0,57.92,img274,16.19,C24769,2015-01-06,medium,
2015,1,sparkling wine,20290,Brut Rose,0.08,6.0,2.0,6.0,img132,15.67,C42290,2015-01-18,medium,
2015,1,sparkling wine,236182,Franciacorta,2.05,6.0,2.0,2.0,img307,39.17,C61257,2015-01-04,premium,
2015,1,sparkling wine,23817,Champagne,0.64,1.0,2.0,1.0,img304,26.26,C81544,2015-01-02,high,
2015,1,sparkling wine,24074,Franciacorta,7.45,6.0,2.0,6.0,img142,33.17,C90864,2015-01-11,premium,
2015,1,sparkling wine,26670,Cremant,44.15,34.0,2.0,36.0,img297,33.17,C95933,2015-01-24,premium,
